Prod,InqOrProj,ProjType,Type,Ind,IndSub,Replacement,NetValue,Date,LeadTime,CustNum,Outcome
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,46149,5/7/2014,15,30,Lost
Lion,INQUIRY,Std/Std,Unknown,Unknown,Unknown,No,22606,10/3/2014,8,2,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,74899,8/28/2014,20,30,Lost
Brown Bear,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,39674,8/23/2014,22,416,Won
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,12210,5/26/2015,10,452,Won
Brown Bear,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,44529,5/18/2015,22,550,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,11605,5/6/2014,13,219,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,33901,10/18/2014,12,67,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,26935,1/27/2014,5,352,Lost
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,27195,1/27/2015,12,452,Lost
Badger,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,76093,8/5/2014,22,452,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,122100,1/6/2015,18,30,Won
Horse,INQUIRY,Eng/Eng,Export House,General Industrial,Other General Industrial,No,4551,12/13/2014,8,472,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,49284,3/11/2014,16,2,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,2991,11/13/2014,6,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,5122,6/25/2014,6,11,Lost
Bear,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,4218,7/10/2014,8,204,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,7881,6/19/2014,10,30,Lost
Horse,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,2008,1/3/2014,8,452,Won
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,50505,8/15/2014,18,394,Lost
Armadillo1,INQUIRY,Std/Std,Reseller,Mining,Mining Equipment - Other,No,91020,2/12/2015,18,203,Lost
Rhino,PROJECT,Eng/Eng,OEM,HVAC & Refrigeration,Filters and Heat Exchangers,No,2670366,4/30/2014,40,234,Lost
Moose,INQUIRY,Eng/Eng,OEM,Transportation,Other Transportation-Related Equipment,No,751775,3/7/2014,42,505,Lost
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,19340,1/6/2014,7,262,Won
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,1443,12/29/2014,6,436,Lost
Armadillo2,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,266081,7/26/2014,24,644,Lost
Horse,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,4584,2/10/2014,6,69,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,4592,1/26/2015,6,352,Won
Brown Bear,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,Yes,42075,1/22/2015,22,412,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,16650,1/24/2014,10,191,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,9990,8/20/2014,6,300,Lost
Moose,INQUIRY,Eng/Eng,OEM,Other Food and Beverage,Other Food & Beverage Process,No,223415,3/6/2015,40,158,Lost
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,1299,7/14/2014,6,30,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,5845,10/10/2014,8,452,Lost
Armadillo2,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,212010,8/15/2014,28,30,Lost
Horse,INQUIRY,Std/Std,OEM,Cement & Aggregates,Construction Machinery Manufacturing,No,1513,1/23/2014,6,95,Won
Brown Bear,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,43290,3/18/2014,22,186,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,31635,3/28/2014,12,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,55284,10/10/2014,14,77,Lost
Wolf,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,No,13308,4/22/2015,10,621,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,28954,12/16/2014,11,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,14003,6/20/2014,8,30,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,1486,4/20/2015,8,352,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,30675,4/20/2015,18,451,Won
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,33966,1/7/2015,18,69,Lost
Badger,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,79221,2/16/2015,24,352,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,9107,2/10/2014,9,452,Won
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,32414,4/3/2014,13,2,Lost
Gorilla,INQUIRY,Std/Std,OEM,General Industrial,Other General Industrial,Yes,4662,9/24/2014,12,134,Won
Armadillo1,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,15899,5/5/2015,16,13,Lost
Yak2,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,55500,5/22/2015,18,452,Lost
Horse,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,No,14223,5/16/2014,6,549,Lost
Ox,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,109313,3/26/2015,14,2,Lost
Lion,INQUIRY,Std/Std,OEM,Mining,Mining Equipment - Pumping / Fluid Handling Equipment,Yes,16826,3/5/2014,5,695,Lost
Rhino,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,Yes,24420,8/20/2014,17,549,Won
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,33419,4/11/2015,12,509,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,44857,1/17/2015,18,452,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,11450,9/30/2014,12,352,Won
Ox,INQUIRY,Eng/Eng,OEM,Cement & Aggregates,Asphalt Processing and Paving Equipment,Yes,17725,10/30/2014,6,286,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,10573,4/15/2014,6,30,Lost
Rhino,INQUIRY,Eng/Eng,IC / End User,General Industrial,Other General Industrial,No,43956,7/24/2014,16,237,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,16095,8/6/2014,16,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,7929,2/26/2015,6,67,Lost
Armadillo1,INQUIRY,Eng/Eng,OEM,Energy,Other,No,146657,6/4/2014,28,259,Won
Armadillo1,INQUIRY,Std/Std,Unknown,Unknown,Unknown,No,87690,3/6/2014,20,255,Lost
Brown Bear,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,22827,1/31/2014,20,416,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,89564,2/23/2015,18,69,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,29325,5/12/2014,13,352,Lost
Ox,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,7041,1/23/2015,9,549,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,70753,3/21/2015,14,504,Lost
Armadillo2,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,45510,2/3/2014,18,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,47793,11/19/2014,20,30,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,7493,1/21/2015,7,452,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,189264,4/3/2015,18,352,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,7892,3/10/2015,6,528,Lost
Bear,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,20046,5/6/2014,6,509,Lost
Armadillo1,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,Yes,42180,7/7/2014,24,549,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,7622,4/2/2014,14,452,Won
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,103665,6/25/2014,14,67,Won
Elephant,INQUIRY,Std/Std,OEM,HVAC & Refrigeration,Filters and Heat Exchangers,No,9990,9/9/2014,8,383,Lost
Badger,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,45704,6/28/2014,13,30,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,29459,2/4/2015,18,561,Lost
Ox,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,Yes,2847,7/15/2014,6,562,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,10890,1/10/2015,11,452,Won
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,2443,3/3/2015,5,30,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,37056,3/31/2014,10,477,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,51979,2/23/2015,13,85,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,44800,9/20/2014,8,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,106090,5/18/2015,18,30,Won
Armadillo1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,12765,3/24/2015,18,69,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,26840,4/14/2015,30,452,Lost
Armadillo1,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,Yes,77700,3/31/2014,20,549,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,3266,10/6/2014,6,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,952,5/15/2014,6,30,Lost
Elephant,INQUIRY,Std/Std,IC / End User,Pulp & Paper,Pulp and Paper Production,No,3330,11/24/2014,6,318,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,19288,2/28/2014,12,352,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,2999,9/13/2014,8,452,Won
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,15762,1/16/2015,12,352,Won
Rhino,INQUIRY,Eng/Eng,OEM,General Industrial,Material Handling,No,581201,4/18/2014,20,220,Lost
Panther,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,22969,4/4/2014,8,452,Won
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,30881,2/7/2014,10,451,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,62881,12/4/2014,8,352,Won
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,16131,10/4/2014,12,30,Lost
Badger,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,65539,3/28/2015,20,589,Lost
Rhino,PROJECT,Eng/Eng,Intercompany,Intercompany,Intercompany,No,607531,4/24/2015,22,562,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,22161,2/12/2014,16,352,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,67310,4/2/2014,16,30,Lost
Armadillo1,INQUIRY,Eng/Eng,Export House,General Industrial,Other General Industrial,Yes,416488,2/16/2015,28,326,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,63277,1/2/2014,10,30,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,42300,5/1/2014,24,30,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,1355474,5/6/2015,20,213,Lost
Horse,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,2306,10/4/2014,6,583,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,8618,12/6/2014,10,192,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,85203,8/22/2014,18,85,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,61814,11/6/2014,18,30,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,37761,5/9/2014,15,142,Won
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,8555,12/15/2014,6,300,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,36515,7/23/2014,13,352,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,26048,2/28/2015,12,590,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,1554,5/8/2015,6,452,Lost
Bear,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,7525,6/20/2014,5,26,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,20646,2/19/2014,6,452,Lost
Wolf,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,No,6882,5/1/2015,10,554,Won
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,31569,2/6/2014,6,30,Won
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,66901,1/28/2015,22,2,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,38482,1/13/2015,12,352,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,8880,8/11/2014,10,451,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,27301,5/12/2014,16,67,Lost
Armadillo1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,102198,6/6/2014,26,195,Lost
Bear,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,9186,6/19/2014,12,30,Lost
Yak2,PROJECT,Eng/Eng,Distributor,Distribution,Distributor,No,321900,5/23/2014,16,186,Lost
Brown Bear,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,39960,5/9/2014,22,543,Lost
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,89330,7/11/2014,18,30,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,22163,12/23/2014,16,549,Lost
Yak1,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,29057,3/4/2014,16,561,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,12479,7/1/2014,8,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,5473,3/17/2015,9,452,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,25047,5/5/2014,6,67,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,11230,2/6/2015,13,452,Won
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,9136,10/2/2014,7,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,20799,7/26/2014,6,451,Lost
Armadillo2,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,278305,2/24/2014,30,213,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,4371,2/11/2015,8,30,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,30984,5/4/2014,24,2,Won
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,47384,2/16/2015,24,69,Lost
Ox,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,No,44754,4/13/2015,16,431,Won
Yak1,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,21783,6/11/2014,16,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,4082,7/16/2014,10,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,44830,11/24/2014,24,452,Won
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,6560,6/9/2014,12,452,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,3885,11/24/2014,6,452,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,16828,1/7/2014,12,30,Lost
Brown Bear,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,8719,12/18/2014,11,452,Won
Rhino,PROJECT,Eng/Eng,OEM,General Industrial,Other General Industrial,No,138197,1/6/2015,20,98,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,32612,3/21/2015,20,71,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,1813,10/21/2014,5,477,Lost
Wolf,INQUIRY,Std/Std,IC / End User,Unknown,Unknown,Yes,63270,11/7/2014,12,521,Lost
Armadillo2,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,293826,9/4/2014,30,452,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,168112,3/17/2014,20,562,Lost
Armadillo1,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,Yes,55500,8/28/2014,16,213,Lost
Ox,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,No,41938,5/6/2015,18,412,Lost
Horse,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,1332,5/27/2015,5,452,Lost
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,2553,1/23/2014,7,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,51676,5/16/2014,16,452,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,137673,4/27/2015,18,69,Lost
Rhino,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,21090,9/11/2014,15,67,Won
Brown Bear,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,17760,1/28/2014,20,69,Lost
Ox,INQUIRY,Std/Std,Intercompany,Intercompany,Intercompany,Yes,22200,9/26/2014,10,549,Lost
Rhino,PROJECT,Eng/Eng,Distributor,Distribution,Distributor,No,373873,8/4/2014,8,452,Lost
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,23941,3/11/2015,17,549,Lost
Armadillo1,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,42662,7/9/2014,15,2,Lost
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,1999,10/21/2014,6,67,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,16241,3/27/2014,12,30,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,28857,3/11/2014,12,30,Lost
Bear,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,31518,3/13/2014,10,416,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,22347,12/8/2014,6,30,Lost
Rhino,PROJECT,Eng/Eng,IC / End User,General Industrial,Other General Industrial,No,669189,3/2/2015,20,318,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,46280,11/8/2014,18,30,Won
Moose,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,462703,6/28/2014,40,69,Lost
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,7215,7/29/2014,6,30,Won
Rhino,PROJECT,Eng/Eng,OEM,Wood Products,Sawmilling and Planing,No,516854,3/26/2014,20,587,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,29726,3/16/2015,12,452,Lost
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,5550,3/21/2014,12,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,9435,5/1/2014,6,452,Lost
Brown Bear,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,29037,2/24/2014,22,352,Lost
Armadillo1,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,51552,5/12/2015,20,701,Won
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,3729,7/28/2014,7,451,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,78425,2/6/2015,11,452,Lost
Brown Bear,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,No,112587,1/5/2015,30,238,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,11222,4/8/2015,6,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,119773,2/28/2014,20,452,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,25350,11/25/2014,20,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,6438,3/3/2014,8,590,Won
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,8565,3/18/2014,6,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,17977,2/10/2015,10,452,Lost
Black Bear,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,246027,12/29/2014,32,550,Lost
Brown Bear,INQUIRY,Eng/Eng,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,Yes,68883,3/28/2015,22,120,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,36049,4/30/2014,9,452,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,110350,11/4/2014,20,339,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,15435,4/29/2014,6,30,Won
Rhino,PROJECT,Eng/Eng,Distributor,Distribution,Distributor,No,220890,9/2/2014,13,85,Lost
Yak1,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,Yes,43251,4/14/2014,17,2,Won
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,21399,1/13/2015,12,352,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,126361,3/6/2014,13,2,Won
Wolf,INQUIRY,Std/Std,OEM,Mining,Mining Equipment - Material Handling/Processing - Surface,No,41625,9/12/2014,13,120,Won
Bear,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,5516,2/4/2015,8,645,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,3885,2/27/2014,12,352,Won
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,8658,11/17/2014,6,30,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,39103,6/18/2014,20,452,Lost
Yak1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,77452,5/9/2014,18,30,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,12210,4/7/2014,8,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,33300,7/3/2014,10,452,Lost
Rhino,INQUIRY,Eng/Eng,Unknown,Unknown,Unknown,No,345262,5/12/2014,40,432,Won
Ox,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,21436,9/5/2014,7,452,Lost
Brown Bear,INQUIRY,Eng/Eng,IC / End User,Pulp & Paper,Pulp and Paper Production,Yes,35508,1/17/2014,22,317,Lost
Armadillo1,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,145599,1/9/2014,25,30,Lost
Ox,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,3457,5/8/2014,6,549,Lost
Ox,INQUIRY,Std/Std,IC / End User,Transportation,Auto and Truck,No,23097,8/4/2014,7,464,Lost
Brown Bear,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,88697,6/27/2014,24,564,Lost
Brown Bear,INQUIRY,Std/Std,OEM,General Industrial,Textile,Yes,13875,12/30/2014,18,151,Lost
Rhino,PROJECT,Eng/Eng,Unknown,Unknown,Unknown,No,208689,1/16/2015,20,234,Won
Elephant,INQUIRY,Eng/Eng,OEM,Construction Machinery (non-Mining),Construction Machinery Manufacturing,No,35345,5/27/2014,10,645,Lost
Moose,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,Yes,104251,2/4/2015,34,221,Lost
Badger,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,76093,7/28/2014,22,72,Lost
Ox,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,8391,2/26/2015,8,562,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,4662,10/9/2014,7,452,Lost
Ox,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,6243,1/3/2014,6,30,Lost
Ox,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,16369,2/25/2014,10,549,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,11669,2/26/2015,14,452,Lost
Rhino,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,17298,4/4/2014,13,394,Lost
Unknown,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,1918,12/5/2014,6,370,Won
Wolf,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,33300,1/21/2015,12,452,Lost
Panther,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,Yes,16273,3/28/2015,9,416,Lost
Rhino,INQUIRY,Eng/Eng,OEM,General Industrial,Other General Industrial,No,65775,5/14/2015,18,421,Lost
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,No,15540,1/27/2014,14,30,Lost
Gorilla,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,9373,8/6/2014,12,452,Won
Lion,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,788,1/22/2014,6,30,Won
Rhino,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,Yes,30690,6/9/2014,24,549,Lost
Gorilla,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,No,22634,5/2/2014,12,452,Lost
Elephant,INQUIRY,Std/Std,Distributor,Distribution,Distributor,Yes,22755,3/16/2015,6,452,Lost
Elephant,INQUIRY,Eng/Eng,Distributor,Distribution,Distributor,Yes,6723,3/4/2015,11,67,Lost
Ox,INQUIRY,Eng/Eng,Intercompany,Intercompany,Intercompany,No,23421,3/5/2015,12,549,Lost
